OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1111,2006-05-01,621600,Home Health Care Services,124470
29-1111,2006-05-01,621900,Other Ambulatory Health Care Services,9690
29-1111,2006-05-01,622100,General Medical and Surgical Hospitals,1373610
29-1111,2006-05-01,622200,Psychiatric and Substance Abuse Hospitals,32000
29-1111,2006-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,40500
29-1111,2006-05-01,623100,Nursing Care Facilities,122990
29-1111,2006-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",11560
29-1111,2006-05-01,623300,Community Care Facilities for the Elderly,24010
29-1111,2006-05-01,623900,Other Residential Care Facilities,1990
29-1111,2006-05-01,624100,Individual and Family Services,13380
29-1111,2006-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",570
29-1111,2006-05-01,624300,Vocational Rehabilitation Services,2160
29-1111,2006-05-01,624400,Child Day Care Services,1010
29-1111,2006-05-01,711200,Spectator Sports,80
29-1111,2006-05-01,713100,Amusement Parks and Arcades,290
29-1111,2006-05-01,713900,Other Amusement and Recreation Industries,110
29-1111,2006-05-01,721100,Traveler Accommodation,50
29-1111,2006-05-01,812100,Personal Care Services,0
29-1111,2006-05-01,812900,Other Personal Services,140
29-1111,2006-05-01,813100,Religious Organizations,450
29-1111,2006-05-01,813200,Grantmaking and Giving Services,350
29-1111,2006-05-01,813300,Social Advocacy Organizations,230
29-1111,2006-05-01,813400,Civic and Social Organizations,150
29-1111,2006-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",680
29-1111,2006-05-01,999100,Federal Executive Branch (OES designation),49170
29-1111,2006-05-01,999200,State Government (OES designation),38110
29-1111,2006-05-01,999300,Local Government (OES designation),47950
29-1111,2007-05-01,221100,"Electric Power Generation, Transmission and Distribution",40
29-1111,2007-05-01,311600,Animal Slaughtering and Processing,290
29-1111,2007-05-01,313100,"Fiber, Yarn, and Thread Mills",40
29-1111,2007-05-01,322100,"Pulp, Paper, and Paperboard Mills",90
29-1111,2007-05-01,322200,Converted Paper Product Manufacturing,40
29-1111,2007-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2007-05-01,325100,Basic Chemical Manufacturing,70
29-1111,2007-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",70
29-1111,2007-05-01,325400,Pharmaceutical and Medicine Manufacturing,140
29-1111,2007-05-01,326100,Plastics Product Manufacturing,40
29-1111,2007-05-01,331500,Foundries,40
29-1111,2007-05-01,332900,Other Fabricated Metal Product Manufacturing,70
29-1111,2007-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,70
29-1111,2007-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",80
29-1111,2007-05-01,335200,Household Appliance Manufacturing,40
29-1111,2007-05-01,336100,Motor Vehicle Manufacturing,160
29-1111,2007-05-01,336300,Motor Vehicle Parts Manufacturing,240
29-1111,2007-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1111,2007-05-01,336600,Ship and Boat Building,40
29-1111,2007-05-01,339100,Medical Equipment and Supplies Manufacturing,70
29-1111,2007-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,470
29-1111,2007-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,1020
29-1111,2007-05-01,446100,Health and Personal Care Stores,1410
29-1111,2007-05-01,454100,Electronic Shopping and Mail-Order Houses,450
29-1111,2007-05-01,481200,Nonscheduled Air Transportation,0
29-1111,2007-05-01,491100,Postal Service,190
29-1111,2007-05-01,493100,Warehousing and Storage,50
29-1111,2007-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",0
29-1111,2007-05-01,512100,Motion Picture and Video Industries,30
29-1111,2007-05-01,518200,"Data Processing, Hosting, and Related Services",60
29-1111,2007-05-01,524100,Insurance Carriers,17190
29-1111,2007-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",4520
29-1111,2007-05-01,525100,Insurance and Employee Benefit Funds,830
29-1111,2007-05-01,531100,Lessors of Real Estate,820
29-1111,2007-05-01,531300,Activities Related to Real Estate,0
29-1111,2007-05-01,532200,Consumer Goods Rental,400
29-1111,2007-05-01,541100,Legal Services,290
29-1111,2007-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",0
29-1111,2007-05-01,541300,"Architectural, Engineering, and Related Services",120
29-1111,2007-05-01,541500,Computer Systems Design and Related Services,180
29-1111,2007-05-01,541600,"Management, Scientific, and Technical Consulting Services",3650
29-1111,2007-05-01,541700,Scientific Research and Development Services,2330
29-1111,2007-05-01,541900,"Other Professional, Scientific, and Technical Services",0
29-1111,2007-05-01,551100,Management of Companies and Enterprises,10400
29-1111,2007-05-01,561100,Office Administrative Services,5270
29-1111,2007-05-01,561200,Facilities Support Services,610
29-1111,2007-05-01,561300,Employment Services,96550
29-1111,2007-05-01,561400,Business Support Services,180
29-1111,2007-05-01,561900,Other Support Services,180
29-1111,2007-05-01,611100,Elementary and Secondary Schools,47560
29-1111,2007-05-01,611200,Junior Colleges,660
29-1111,2007-05-01,611300,"Colleges, Universities, and Professional Schools",29230
29-1111,2007-05-01,611500,Technical and Trade Schools,30
29-1111,2007-05-01,611600,Other Schools and Instruction,190
29-1111,2007-05-01,611700,Educational Support Services,150
29-1111,2007-05-01,621100,Offices of Physicians,209870
29-1111,2007-05-01,621200,Offices of Dentists,1610
29-1111,2007-05-01,621300,Offices of Other Health Practitioners,11890
29-1111,2007-05-01,621400,Outpatient Care Centers,72690
29-1111,2007-05-01,621500,Medical and Diagnostic Laboratories,1900
29-1111,2007-05-01,621600,Home Health Care Services,127230
29-1111,2007-05-01,621900,Other Ambulatory Health Care Services,9950
29-1111,2007-05-01,622100,General Medical and Surgical Hospitals,1409220
29-1111,2007-05-01,622200,Psychiatric and Substance Abuse Hospitals,32620
29-1111,2007-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,43300
29-1111,2007-05-01,623100,Nursing Care Facilities,123480
29-1111,2007-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",10490
29-1111,2007-05-01,623300,Community Care Facilities for the Elderly,24380
29-1111,2007-05-01,623900,Other Residential Care Facilities,1930
29-1111,2007-05-01,624100,Individual and Family Services,13520
29-1111,2007-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",700
29-1111,2007-05-01,624300,Vocational Rehabilitation Services,1900
29-1111,2007-05-01,624400,Child Day Care Services,910
29-1111,2007-05-01,711200,Spectator Sports,0
29-1111,2007-05-01,713100,Amusement Parks and Arcades,140
29-1111,2007-05-01,713900,Other Amusement and Recreation Industries,100
29-1111,2007-05-01,721100,Traveler Accommodation,80
29-1111,2007-05-01,812100,Personal Care Services,0
29-1111,2007-05-01,813100,Religious Organizations,280
29-1111,2007-05-01,813200,Grantmaking and Giving Services,450
29-1111,2007-05-01,813300,Social Advocacy Organizations,380
29-1111,2007-05-01,813400,Civic and Social Organizations,90
29-1111,2007-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",610
29-1111,2007-05-01,999100,Federal Executive Branch (OES designation),52500
29-1111,2007-05-01,999200,State Government (OES designation),38380
29-1111,2007-05-01,999300,Local Government (OES designation),47020
29-1111,2008-05-01,221100,"Electric Power Generation, Transmission and Distribution",60
29-1111,2008-05-01,311600,Animal Slaughtering and Processing,280
29-1111,2008-05-01,313100,"Fiber, Yarn, and Thread Mills",30
29-1111,2008-05-01,322100,"Pulp, Paper, and Paperboard Mills",100
29-1111,2008-05-01,322200,Converted Paper Product Manufacturing,40
29-1111,2008-05-01,324100,Petroleum and Coal Products Manufacturing,40
29-1111,2008-05-01,325100,Basic Chemical Manufacturing,80
29-1111,2008-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",60
29-1111,2008-05-01,325400,Pharmaceutical and Medicine Manufacturing,160
29-1111,2008-05-01,326100,Plastics Product Manufacturing,30
29-1111,2008-05-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,30
29-1111,2008-05-01,331500,Foundries,40
29-1111,2008-05-01,332900,Other Fabricated Metal Product Manufacturing,60
29-1111,2008-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,50
29-1111,2008-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",80
29-1111,2008-05-01,335200,Household Appliance Manufacturing,40
29-1111,2008-05-01,336100,Motor Vehicle Manufacturing,130
29-1111,2008-05-01,336300,Motor Vehicle Parts Manufacturing,210
29-1111,2008-05-01,336400,Aerospace Product and Parts Manufacturing,110
29-1111,2008-05-01,336600,Ship and Boat Building,40
29-1111,2008-05-01,339100,Medical Equipment and Supplies Manufacturing,50
29-1111,2008-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,380
29-1111,2008-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,990
29-1111,2008-05-01,446100,Health and Personal Care Stores,1260
29-1111,2008-05-01,454100,Electronic Shopping and Mail-Order Houses,380
29-1111,2008-05-01,481200,Nonscheduled Air Transportation,120
29-1111,2008-05-01,491100,Postal Service,170
29-1111,2008-05-01,493100,Warehousing and Storage,30
29-1111,2008-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",0
29-1111,2008-05-01,512100,Motion Picture and Video Industries,30
29-1111,2008-05-01,518200,"Data Processing, Hosting, and Related Services",70
29-1111,2008-05-01,524100,Insurance Carriers,16790
29-1111,2008-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",4340
29-1111,2008-05-01,525100,Insurance and Employee Benefit Funds,440
29-1111,2008-05-01,525900,Other Investment Pools and Funds,0
29-1111,2008-05-01,531100,Lessors of Real Estate,720
29-1111,2008-05-01,531300,Activities Related to Real Estate,0
29-1111,2008-05-01,532200,Consumer Goods Rental,380
29-1111,2008-05-01,541100,Legal Services,240
29-1111,2008-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",800
29-1111,2008-05-01,541300,"Architectural, Engineering, and Related Services",100
29-1111,2008-05-01,541500,Computer Systems Design and Related Services,220
29-1111,2008-05-01,541600,"Management, Scientific, and Technical Consulting Services",4030
29-1111,2008-05-01,541700,Scientific Research and Development Services,2430
29-1111,2008-05-01,541900,"Other Professional, Scientific, and Technical Services",240
29-1111,2008-05-01,551100,Management of Companies and Enterprises,9710
29-1111,2008-05-01,561100,Office Administrative Services,5520
29-1111,2008-05-01,561200,Facilities Support Services,640
29-1111,2008-05-01,561300,Employment Services,91980
29-1111,2008-05-01,561400,Business Support Services,400
29-1111,2008-05-01,561900,Other Support Services,200
29-1111,2008-05-01,611100,Elementary and Secondary Schools,49040
29-1111,2008-05-01,611200,Junior Colleges,800
29-1111,2008-05-01,611300,"Colleges, Universities, and Professional Schools",29510
29-1111,2008-05-01,611500,Technical and Trade Schools,60
29-1111,2008-05-01,611600,Other Schools and Instruction,80
29-1111,2008-05-01,611700,Educational Support Services,130
29-1111,2008-05-01,621100,Offices of Physicians,218110
29-1111,2008-05-01,621200,Offices of Dentists,1250
29-1111,2008-05-01,621300,Offices of Other Health Practitioners,13300
29-1111,2008-05-01,621400,Outpatient Care Centers,78240
29-1111,2008-05-01,621500,Medical and Diagnostic Laboratories,2130
29-1111,2008-05-01,621600,Home Health Care Services,130860
29-1111,2008-05-01,621900,Other Ambulatory Health Care Services,10210
29-1111,2008-05-01,622100,General Medical and Surgical Hospitals,1458520
29-1111,2008-05-01,622200,Psychiatric and Substance Abuse Hospitals,33100
29-1111,2008-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,43820
29-1111,2008-05-01,623100,Nursing Care Facilities,124590
29-1111,2008-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",10080
29-1111,2008-05-01,623300,Community Care Facilities for the Elderly,25330
29-1111,2008-05-01,623900,Other Residential Care Facilities,2190
29-1111,2008-05-01,624100,Individual and Family Services,14540
29-1111,2008-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",700
29-1111,2008-05-01,624300,Vocational Rehabilitation Services,1810
29-1111,2008-05-01,624400,Child Day Care Services,830
29-1111,2008-05-01,711200,Spectator Sports,180
29-1111,2008-05-01,713100,Amusement Parks and Arcades,220
29-1111,2008-05-01,713900,Other Amusement and Recreation Industries,110
29-1111,2008-05-01,721100,Traveler Accommodation,80
29-1111,2008-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,40
29-1111,2008-05-01,812100,Personal Care Services,210
29-1111,2008-05-01,813100,Religious Organizations,280
29-1111,2008-05-01,813200,Grantmaking and Giving Services,470
29-1111,2008-05-01,813300,Social Advocacy Organizations,420
29-1111,2008-05-01,813400,Civic and Social Organizations,80
29-1111,2008-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",770
29-1111,2008-05-01,999100,Federal Executive Branch (OES Designation),57070
29-1111,2008-05-01,999200,State Government (OES Designation),39090
29-1111,2008-05-01,999300,Local Government (OES Designation),48820
29-1111,2009-05-01,221100,"Electric Power Generation, Transmission and Distribution",60
29-1111,2009-05-01,311600,Animal Slaughtering and Processing,280
29-1111,2009-05-01,322100,"Pulp, Paper, and Paperboard Mills",80
29-1111,2009-05-01,322200,Converted Paper Product Manufacturing,30
29-1111,2009-05-01,324100,Petroleum and Coal Products Manufacturing,30
29-1111,2009-05-01,325100,Basic Chemical Manufacturing,60
29-1111,2009-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",60
29-1111,2009-05-01,325400,Pharmaceutical and Medicine Manufacturing,160
29-1111,2009-05-01,326100,Plastics Product Manufacturing,40
29-1111,2009-05-01,332900,Other Fabricated Metal Product Manufacturing,50
29-1111,2009-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2009-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,30
29-1111,2009-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",70
29-1111,2009-05-01,335200,Household Appliance Manufacturing,40
29-1111,2009-05-01,336100,Motor Vehicle Manufacturing,100
